id,fuente,grupo,alimento,nombre_ingles,porcion_base,cantidad_base,energia_kcal,proteina_g,grasa_total_g,carbohidratos_g,fibra_g,ags_g,agm_g,agpi_g,colesterol_mg,calcio_mg,fosforo_mg,hierro_mg,potasio_mg,sodio_mg,zinc_mg,vitamina_c_mg,vitamina_a_ug_ere,folatos_ug,vitamina_b12_ug,pagina_pdf
492,2,05. CARNES Y EMBUTIDOS,"Res, carne molida, alta en grasa, 7% grasa, cruda","Beef, ground, high fat, 7% fat, raw",100 g,100,248.8,17.2,20.0,0.0,0.0,7.58,8.85,0.52,71.0,18.0,158.0,1.94,270.0,66.0,4.18,0.0,4.0,7.0,2.14,38
493,2,05. CARNES Y EMBUTIDOS,"Res, carne molida, baja en grasa, 1-3% grasa, cruda","Beef, ground, low fat, 1- 3% fat, raw",100 g,100,114.92,21.98,3.0,0.0,0.0,1.48,1.13,0.22,60.0,8.0,203.0,2.44,357.0,66.0,5.21,0.0,4.0,4.0,2.26,38
494,2,05. CARNES Y EMBUTIDOS,"Res, carne molida, especial, 3-5% grasa, cruda","Beef, ground, special, 3-5% fat, raw",100 g,100,130.64,21.41,5.0,0.0,0.0,2.18,1.99,0.26,62.0,9.0,198.0,2.38,346.0,66.0,5.09,0.0,4.0,5.0,2.24,38
495,1,05. CARNES Y EMBUTIDOS,"Res, carne semigrasosa, cocida","Beef, semi-greasy, cooked",100 g,100,256.78,26.44,16.78,0.0,0.0,6.61,6.99,0.62,88.0,19.0,204.0,1.69,328.0,54.0,4.75,0.0,0.0,8.0,1.56,38
496,1,05. CARNES Y EMBUTIDOS,"Res, carne semigrasosa, sin hueso, cruda","Beef, semy-greasy, boneless, raw",100 g,100,229.07,18.68,17.15,0.0,0.0,6.91,7.42,0.63,66.0,7.0,177.0,1.91,306.0,58.0,3.75,0.0,0.0,6.0,2.95,38
497,2,05. CARNES Y EMBUTIDOS,"Res, carne, alta en grasa, con hueso, cruda","Beef, high fat meat, with bones, raw",100 g,100,282.55,16.75,23.95,0.0,0.0,9.88,10.32,0.86,70.0,9.0,159.0,1.77,278.0,55.0,3.79,,0.0,5.0,2.86,38
498,2,05. CARNES Y EMBUTIDOS,"Res, carne, seca y curada","Beef, dried meat, salty",100 g,100,152.9,31.1,1.94,2.76,0.0,0.95,0.84,0.07,79.0,8.0,181.0,2.42,235.0,2790.0,4.93,0.0,0.0,10.0,1.59,38
499,1,05. CARNES Y EMBUTIDOS,"Res, cecina, carne seca, curada","Beef, dried meat, salty",100 g,100,299.7,64.8,4.5,0.0,,,,,,93.0,161.0,9.7,444.0,3471.0,5.24,0.0,0.0,,,38
500,1,05. CARNES Y EMBUTIDOS,"Res, corazón, cocido","Beef, heart, cooked",100 g,100,157.09,28.48,4.73,0.15,0.0,1.4,1.01,0.99,212.0,5.0,254.0,6.38,219.0,59.0,2.87,0.0,0.0,5.0,10.8,38
501,1,05. CARNES Y EMBUTIDOS,"Res, corazón, crudo","Beef, heart, raw",100 g,100,110.6,17.0,3.4,3.0,0.0,1.38,1.14,0.55,124.0,10.0,187.0,5.4,287.0,98.0,1.7,,0.0,3.0,8.55,38
502,2,05. CARNES Y EMBUTIDOS,"Res, corte aguja, (mandril para estofado), cocida","Beef, chuck for stew, cooked",100 g,100,191.02,32.41,6.82,0.0,0.0,2.08,3.5,0.45,99.0,16.0,228.0,2.96,319.0,67.0,8.32,0.0,2.0,8.0,2.73,38
503,2,05. CARNES Y EMBUTIDOS,"Res, corte aguja, (mandril para estofado), cruda","Beef, chuck for stew, raw",100 g,100,124.35,21.9,3.99,0.21,0.0,1.75,2.16,0.29,66.0,14.0,209.0,2.2,359.0,81.0,5.51,0.0,2.0,4.0,2.42,38
504,2,05. CARNES Y EMBUTIDOS,"Res, corte t- bone, cruda","Beef, short loin, t-bone, raw",100 g,100,153.83,22.1,7.27,0.0,0.0,2.78,3.09,0.37,59.0,21.0,196.0,1.65,263.0,35.0,3.86,0.0,0.0,4.0,1.79,38
505,2,05. CARNES Y EMBUTIDOS,"Res, costilla, , crudo","Beef, rib steak, raw",100 g,100,288.56,20.0,20.0,7.14,0.7,7.86,,,75.0,7.0,,1.67,,181.0,,0.0,0.0,,,38
506,2,05. CARNES Y EMBUTIDOS,"Res, costillas, cruda","Beef, back ribs, raw",100 g,100,385.27,14.4,36.23,0.4,0.0,15.76,16.39,1.32,76.0,9.0,137.0,1.55,232.0,49.0,3.16,0.0,0.0,5.0,2.56,38
507,2,05. CARNES Y EMBUTIDOS,"Res, cuello, pescuezo, cocido","Beef, neck with bones, cooked",100 g,100,291.02,29.87,19.06,0.0,0.0,7.56,8.21,0.72,119.0,17.0,181.0,2.51,240.0,372.0,6.92,0.0,0.0,9.0,2.2,38
508,1,05. CARNES Y EMBUTIDOS,"Res, estómago, panza, mondongo, crudo","Beef, cows stomach, raw",100 g,100,85.9,14.0,2.7,1.4,0.0,1.29,1.53,0.18,122.0,60.0,50.0,2.2,67.0,97.0,1.42,0.0,21.0,5.0,1.39,39
509,2,05. CARNES Y EMBUTIDOS,"Res, falda","Beef, flank, steak, raw",100 g,100,139.42,21.22,6.06,0.0,0.0,5.87,6.56,0.43,68.0,15.0,171.0,2.09,295.0,66.0,4.48,0.0,0.0,6.0,2.17,39
510,2,05. CARNES Y EMBUTIDOS,"Res, filete, bistec, crudo","Beef, steak, raw",100 g,100,217.23,18.87,15.75,0.0,0.0,6.37,6.82,0.58,65.0,7.0,178.0,1.92,309.0,58.0,3.79,0.0,0.0,7.0,2.97,39
511,2,05. CARNES Y EMBUTIDOS,"Res, filete, ribeye, cruda","Beef, rib eye steak, raw",100 g,100,207.74,20.12,14.14,0.0,0.0,6.29,6.77,0.69,61.0,7.0,144.0,1.72,268.0,52.0,5.13,0.0,4.5,3.0,1.66,39
512,1,05. CARNES Y EMBUTIDOS,"Res, hígado, asado","Beef, liver, cooked",100 g,100,184.18,29.08,5.26,5.13,0.0,1.7,0.65,1.04,396.0,6.0,497.0,6.54,352.0,79.0,5.3,2.0,9442.0,253.0,70.58,39
513,1,05. CARNES Y EMBUTIDOS,"Res, hígado, crudo","Beef, liver, raw",100 g,100,129.67,20.36,3.63,3.89,0.0,1.23,0.48,0.47,275.0,5.0,387.0,4.9,313.0,69.0,4.0,1.0,8082.0,290.0,59.3,39
514,1,05. CARNES Y EMBUTIDOS,"Res, intestinos, tripas, cruda","Beef, gut, tripe, raw",100 g,100,215.9,11.0,19.1,0.0,0.0,15.0,1.31,1.1,150.0,12.0,110.0,1.8,270.0,46.0,2.47,0.0,53.0,,0.1,39
515,1,05. CARNES Y EMBUTIDOS,"Res, lengua, cocida","Beef, tongue, cooked",100 g,100,282.36,19.29,22.8,0.0,0.0,8.13,10.1,0.75,132.0,5.0,145.0,2.61,184.0,65.0,4.09,1.0,0.0,7.0,3.13,39
516,1,05. CARNES Y EMBUTIDOS,"Res, lengua, cruda","Beef, tongue, raw",100 g,100,219.13,14.9,16.09,3.68,0.0,7.0,7.24,0.9,87.0,6.0,133.0,2.95,315.0,69.0,2.87,3.0,0.0,7.0,3.79,39
517,2,05. CARNES Y EMBUTIDOS,"Res, lomo falda con grasa, bife chorizo, cocida","Beef, sausage steak,cooked",100 g,100,253.75,26.11,16.59,0.0,0.0,6.78,7.41,0.73,87.0,13.0,180.0,2.2,271.0,50.0,5.1,0.0,3.0,7.0,1.81,39
518,2,05. CARNES Y EMBUTIDOS,"Res, lomo falda con grasa, bife chorizo, cruda","Beef, sausage, steak, raw",100 g,100,187.84,19.06,12.4,0.0,0.0,5.22,5.62,0.54,68.0,17.0,168.0,1.52,279.0,51.0,3.84,0.0,2.0,7.0,1.29,39
519,2,05. CARNES Y EMBUTIDOS,"Res, lomo fino, filete, crudo","Beef, tenderloin, steak, raw",100 g,100,137.01,22.35,5.29,0.0,0.0,1.76,,,75.0,29.0,,2.12,,41.0,,0.0,0.0,,,39
520,1,05. CARNES Y EMBUTIDOS,"Res, pata, cruda","Beef, cows paw, raw de res",100 g,100,78.9,12.1,2.9,1.1,,,,,,101.0,,2.0,,,,0.0,,,,39
521,1,05. CARNES Y EMBUTIDOS,"Res, riñones, cocido","Beef, kidneys, cooked",100 g,100,150.93,27.27,4.65,0.0,0.0,1.07,0.71,0.83,716.0,19.0,304.0,5.8,135.0,94.0,2.84,0.0,0.0,83.0,24.9,39
522,1,05. CARNES Y EMBUTIDOS,"Res, riñones, crudos","Beef, kidneys, raw",100 g,100,98.57,17.4,3.09,0.29,0.0,0.87,0.59,0.55,411.0,13.0,257.0,4.6,262.0,182.0,1.92,9.0,419.0,98.0,27.5,39
523,6,05. CARNES Y EMBUTIDOS,"Res, sangre, cocida","Beef, blood, cooked",100 g,100,137.22,19.5,6.58,0.0,,,,,,20.0,37.0,61.4,,,,0.0,0.0,,,39
524,1,05. CARNES Y EMBUTIDOS,"Res, sesos, cocidos","Beef, brains, coolked",100 g,100,147.37,11.67,10.53,1.48,0.0,2.39,1.88,1.63,3100.0,9.0,335.0,2.3,244.0,108.0,1.09,11.0,6.0,5.0,10.1,39
525,1,05. CARNES Y EMBUTIDOS,"Res, ubre, cruda","Cows udder, raw",100 g,100,229.9,15.4,18.7,0.0,,,,,,70.0,160.0,2.6,,,,0.0,,,,39
526,1,05. CARNES Y EMBUTIDOS,"Salami, de res y cerdo, cocido","Salami, beef and pork, cooked",100 g,100,245.67,13.92,20.11,2.25,0.0,8.09,9.19,2.02,65.0,13.0,115.0,2.67,198.0,1065.0,2.14,0.0,0.0,2.0,3.65,39
527,1,05. CARNES Y EMBUTIDOS,"Salami, de res y cerdo, crudo","Salami, beef and pork, raw",100 g,100,360.94,15.01,30.5,6.6,0.2,10.58,13.32,3.07,90.0,94.0,272.0,1.55,1372.0,623.0,3.08,1.0,4.0,8.0,1.76,39
528,1,05. CARNES Y EMBUTIDOS,"Salchicha, de pavo, cruda","Turkey sausage, raw",100 g,100,222.38,14.28,17.7,1.49,0.0,5.89,5.58,5.0,107.0,106.0,134.0,1.84,179.0,1426.0,3.11,0.0,0.0,8.0,0.28,39
529,1,05. CARNES Y EMBUTIDOS,"Salchicha, de pollo, cruda","Chicken sausage, raw",100 g,100,254.16,12.93,19.48,6.78,0.0,5.54,8.48,4.04,101.0,95.0,107.0,2.0,84.0,1370.0,1.04,0.0,39.0,4.0,0.24,39
530,1,05. CARNES Y EMBUTIDOS,"Salchicha, de res, cruda","Beef sausage, raw",100 g,100,327.33,11.24,29.57,4.06,0.0,11.69,14.31,1.18,53.0,14.0,160.0,1.51,156.0,1140.0,2.46,0.0,0.0,5.0,1.72,39
531,1,05. CARNES Y EMBUTIDOS,"Ternera, carne magra, cocida","Veal, lean meet, cooked",100 g,100,186.82,31.9,6.58,0.0,0.0,1.84,2.35,0.59,118.0,24.0,250.0,1.16,338.0,89.0,5.1,0.0,0.0,16.0,1.65,39
532,1,05. CARNES Y EMBUTIDOS,"Ternera, carne magra, cruda","Veal, lean meet, raw",100 g,100,106.63,20.2,2.87,0.0,0.0,0.86,0.92,0.3,83.0,15.0,211.0,0.85,328.0,86.0,3.23,0.0,0.0,13.0,1.4,39
533,3,05. CARNES Y EMBUTIDOS,"Venado, carne, fresca, cruda","Deer, meat, fresh, raw",100 g,100,104.4,22.9,0.8,1.4,,,,,,65.0,2.0,,,,,,,,,39
534,1,06. PESCADOS Y MARISCOS,"Almejas, crudas","Clam, mixed species, raw",100 g,100,70.09,12.77,0.97,2.57,0.0,0.09,0.08,0.28,34.0,46.0,169.0,13.98,314.0,56.0,1.37,13.0,90.0,16.0,49.44,41
535,2,06. PESCADOS Y MARISCOS,"Atún, blanco, albacora, crudo","Albacora tuna, raw",100 g,100,116.07,23.46,2.47,0.0,0.0,0.62,,,31.0,0.0,,1.33,,259.0,,0.0,0.0,,,41
536,1,06. PESCADOS Y MARISCOS,"Atún, en aceite, enlatado, promedio","Tuna, in oil, canned, average",100 g,100,178.84,26.53,8.08,0.0,0.0,1.28,3.26,2.97,31.0,4.0,267.0,0.65,333.0,396.0,0.47,0.0,5.0,5.0,2.2,41
537,1,06. PESCADOS Y MARISCOS,"Atún, en agua, enlatado, promedio","Tuna, in water, canned, average",100 g,100,121.21,23.62,2.97,0.0,0.0,0.79,0.78,1.11,42.0,14.0,217.0,0.97,237.0,377.0,0.48,0.0,6.0,2.0,1.17,41
538,2,06. PESCADOS Y MARISCOS,"Atún, en agua, enlatado, sin sal","Tuna, in water, canned, without salt",100 g,100,109.42,25.51,0.82,0.0,0.0,0.23,0.16,0.34,30.0,11.0,163.0,1.53,237.0,50.0,0.77,0.0,16.8,4.0,2.99,41
539,7,06. PESCADOS Y MARISCOS,"Atún, lomitos, en aceite, girasol, Isabel","Tuna, tenderloins, in sunflower oil, Isabel",100 g,100,207.27,27.27,10.91,0.0,0.0,1.82,1.82,5.45,18.18,,,,,472.73,,,,,,41
540,3,06. PESCADOS Y MARISCOS,"Ayanque, cachema","Ayanque, cachema, fish",100 g,100,82.9,19.6,0.5,0.0,,,,,,126.0,240.0,0.3,,,,4.7,,,,41
541,1,06. PESCADOS Y MARISCOS,"Bacalao, seco y salado","Cod, atlantic, dried and salted",100 g,100,272.61,62.82,2.37,0.0,0.0,0.46,0.34,0.8,152.0,160.0,950.0,2.5,1458.0,7027.0,1.59,4.0,42.0,25.0,10.0,41
542,1,06. PESCADOS Y MARISCOS,"Bagre, fresco, crudo","Catfish, wild, fresh, raw",100 g,100,90.9,16.38,2.82,0.0,0.0,0.72,0.84,0.87,58.0,14.0,209.0,0.3,358.0,43.0,0.51,1.0,15.0,10.0,2.23,41
543,2,06. PESCADOS Y MARISCOS,"Banderon, fresco, crudo","Swordfish, fresh, raw",100 g,100,138.49,19.66,6.65,0.0,0.0,1.61,3.0,1.15,66.0,5.0,255.0,0.38,418.0,81.0,0.66,0.0,36.0,2.0,1.7,41
544,1,06. PESCADOS Y MARISCOS,"Bonito, fresco, crudo","Bluefin, fresh, raw",100 g,100,161.7,24.0,7.3,0.0,,,,,,26.0,,0.7,293.0,40.0,0.3,0.0,,,,41
545,3,06. PESCADOS Y MARISCOS,"Caballa, fresco","Caballa, fresh",100 g,100,122.1,19.5,4.9,0.0,,,,,,,,,,,,,,,,41
546,1,06. PESCADOS Y MARISCOS,"Calamar, fresco, crudo","Squid, mixed species, fresh, raw",100 g,100,87.06,15.58,1.38,3.08,0.0,0.36,0.11,0.52,233.0,32.0,221.0,0.68,246.0,44.0,1.53,5.0,10.0,5.0,1.3,41
547,1,06. PESCADOS Y MARISCOS,"Camarón, fresco, cocido","Shrimp, fresh, cooked",100 g,100,93.36,20.91,1.08,0.0,0.0,0.29,0.2,0.44,195.0,39.0,137.0,3.09,182.0,224.0,1.56,2.0,68.0,4.0,1.49,41
548,1,06. PESCADOS Y MARISCOS,"Camarón, fresco, crudo","Shrimp, fresh, raw",100 g,100,100.45,20.31,1.73,0.91,0.0,0.33,0.25,0.67,152.0,52.0,205.0,2.41,185.0,148.0,1.11,2.0,54.0,3.0,1.16,41
549,2,06. PESCADOS Y MARISCOS,"Cangrejo, enlatado","Crab, canned",100 g,100,78.18,17.88,0.74,0.0,0.0,0.2,0.13,0.26,97.0,91.0,234.0,0.5,259.0,563.0,3.81,3.3,1.0,51.0,3.33,41
550,1,06. PESCADOS Y MARISCOS,"Cangrejo, fresco, cocido","Crab, fresh, cooked",100 g,100,92.9,14.8,2.9,1.9,,0.2,0.2,0.5,78.0,423.0,203.0,4.1,265.0,41.0,4.3,,651.0,,,41
551,1,06. PESCADOS Y MARISCOS,"Cangrejo, fresco, crudo","Crab, fresh, raw",100 g,100,88.3,17.3,1.9,0.5,,0.3,0.3,0.9,150.0,43.0,175.0,0.8,110.0,1000.0,4.3,2.0,,,,41
552,2,06. PESCADOS Y MARISCOS,"Caracoles, churos, crudos","Molluska snail, raw",100 g,100,85.0,16.1,1.4,2.0,0.0,0.36,0.26,0.25,50.0,10.0,272.0,3.5,382.0,70.0,1.0,0.0,30.0,6.0,0.5,41
553,1,06. PESCADOS Y MARISCOS,"Cochas, carne, cruda","Seashell, concha, meat, raw",100 g,100,83.4,16.78,0.76,2.36,0.0,0.08,0.04,0.26,33.0,24.0,219.0,0.29,322.0,161.0,0.95,3.0,15.0,16.0,1.53,41
554,1,06. PESCADOS Y MARISCOS,"Corvina, fresca, cruda","Croaker, atlantic, fresh, raw",100 g,100,99.65,17.78,3.17,0.0,0.0,1.09,1.15,0.46,61.0,15.0,210.0,0.37,345.0,56.0,0.42,0.0,18.0,15.0,2.5,41
555,2,06. PESCADOS Y MARISCOS,"Dorado, fresco, crudo","Mahimahi fish, fresh, raw",100 g,100,80.3,18.5,0.7,0.0,0.0,0.19,0.12,0.17,73.0,15.0,143.0,1.13,416.0,88.0,0.46,0.0,54.0,5.0,0.6,41
556,1,06. PESCADOS Y MARISCOS,"Huevos de pescado, promedio","Roe, mixed species, raw",100 g,100,95.8,17.2,3.0,0.0,,,,,,24.0,274.0,1.8,,,,10.0,,,,41
557,3,06. PESCADOS Y MARISCOS,"Jurel, fresco, crudo","Mackerel, fresh, raw",100 g,100,114.8,19.7,4.0,,,,,,,30.0,325.0,1.8,,,,,,,,41
558,2,06. PESCADOS Y MARISCOS,"Langosta, carne, cruda","Lobster, meat, raw",100 g,100,72.83,16.52,0.75,0.0,0.0,0.18,0.22,0.3,127.0,84.0,161.0,0.26,200.0,423.0,3.53,0.0,1.0,10.0,1.25,41
559,1,06. PESCADOS Y MARISCOS,"Langostino, fresco, pelado, crudo","Crayfish, fresh, peeled, raw",100 g,100,72.43,15.97,0.95,0.0,0.0,0.16,0.17,0.29,114.0,27.0,256.0,0.84,302.0,58.0,1.3,1.0,16.0,37.0,2.0,42
560,1,06. PESCADOS Y MARISCOS,"Lenguado, fresco, crudo","Flatfish, fresh, raw",100 g,100,86.07,18.84,1.19,0.0,0.0,0.28,0.23,0.33,48.0,18.0,184.0,0.36,361.0,81.0,0.45,2.0,10.0,8.0,1.52,42
561,3,06. PESCADOS Y MARISCOS,Machete,"Machete, fish",100 g,100,130.6,20.5,5.4,,,,,,,49.0,217.0,1.9,,,,5.9,,,,42
562,1,06. PESCADOS Y MARISCOS,"Mero, fresco, crudo","Grouper, fresh, raw",100 g,100,103.85,20.81,2.29,0.0,0.0,0.32,0.75,0.73,32.0,47.0,222.0,0.84,450.0,54.0,0.42,0.0,47.0,12.0,1.18,42
563,2,06. PESCADOS Y MARISCOS,"Ostiones, crudos","Oyster, pacific, raw",100 g,100,78.3,9.45,2.3,4.95,0.0,0.51,0.36,0.89,50.0,8.0,162.0,5.11,162.0,106.0,16.62,8.0,81.0,10.0,16.0,42
564,2,06. PESCADOS Y MARISCOS,"Pampanito, carita, fresco, crudo","Pompano, florida, fresh, raw",100 g,100,159.15,18.48,9.47,0.0,0.0,3.51,2.59,1.14,50.0,22.0,195.0,0.6,381.0,75.0,0.72,0.0,40.0,15.0,1.3,42
565,1,06. PESCADOS Y MARISCOS,"Pargo, fresco, crudo","Snapper, fresh, raw",100 g,100,100.09,18.88,2.73,0.0,0.0,0.64,0.56,1.03,52.0,40.0,185.0,0.53,287.0,42.0,0.48,0.0,27.0,15.0,1.4,42
566,1,06. PESCADOS Y MARISCOS,"Picudo, pez espada, fresco, crudo","Swordfish, small, fresh, raw",100 g,100,161.7,24.0,7.3,0.0,,,,,,26.0,,0.7,293.0,40.0,0.3,0.0,,,,42
567,1,06. PESCADOS Y MARISCOS,"Pulpo, común, crudo","Octopus, common, raw",100 g,100,77.8,14.91,1.04,2.2,0.0,0.23,0.16,0.24,48.0,53.0,186.0,5.3,350.0,230.0,1.68,5.0,45.0,16.0,20.0,42
568,1,06. PESCADOS Y MARISCOS,"Róbalo, fresco, crudo","Bass fish, fresh, raw",100 g,100,91.72,18.43,2.0,0.0,0.0,0.51,0.42,0.74,41.0,10.0,194.0,0.29,256.0,68.0,0.4,0.0,55.0,5.0,0.3,42
569,1,06. PESCADOS Y MARISCOS,"Salmón, ahumado","Salmon, chinook, smoked",100 g,100,112.0,18.28,4.32,0.0,0.0,0.93,2.02,1.0,23.0,11.0,164.0,0.85,175.0,784.0,0.31,0.0,26.0,2.0,3.26,42
570,1,06. PESCADOS Y MARISCOS,"Salmón, fresco, crudo","Salmon, sockeye, fresh, raw",100 g,100,173.59,19.93,10.43,0.0,0.0,3.1,4.4,2.8,50.0,26.0,289.0,0.25,394.0,47.0,0.44,4.0,136.0,30.0,1.3,42
571,1,06. PESCADOS Y MARISCOS,"Sardinas,con hueso, en aceite, enlatadas","Sardine, with bones, in oil, canned",100 g,100,201.53,24.62,11.45,0.0,0.0,1.53,3.87,5.15,142.0,382.0,490.0,2.92,397.0,505.0,1.31,0.0,32.0,12.0,8.94,42
572,1,06. PESCADOS Y MARISCOS,"Sardinas,con hueso, en salsa de tomate, enlatadas","Sardine, with bones, in tomatoe sausage, canned",100 g,100,180.54,20.86,10.46,0.74,0.1,2.69,4.82,2.11,61.0,240.0,366.0,2.3,341.0,414.0,1.4,1.0,34.0,24.0,9.0,42
573,1,06. PESCADOS Y MARISCOS,"Sierra, fresco, crudo","Mackerel, pacific jack, fresh, raw",100 g,100,128.6,21.8,4.6,0.0,0.0,0.13,0.09,0.23,43.0,54.0,238.0,1.2,413.0,54.0,0.45,,12.0,7.0,0.91,42
574,1,06. PESCADOS Y MARISCOS,"Tilapia, fresca, asada","Tilapia fish, fresh, cooked",100 g,100,128.45,26.15,2.65,0.0,0.0,0.94,0.95,0.6,57.0,14.0,204.0,0.69,380.0,56.0,0.41,0.0,0.0,6.0,1.86,42
575,1,06. PESCADOS Y MARISCOS,"Tilapia, fresca, cruda","Tilapia fish, fresh, raw",100 g,100,95.62,20.08,1.7,0.0,0.0,0.57,0.49,0.39,50.0,10.0,170.0,0.56,302.0,52.0,0.33,0.0,0.0,24.0,1.58,42
576,3,06. PESCADOS Y MARISCOS,"Toyo, fresco, crudo","Shark, mixed species, fresh, raw",100 g,100,83.4,19.5,0.6,,,,,,,20.0,229.0,3.43,,,,29.3,,,,42
577,1,06. PESCADOS Y MARISCOS,"Trucha, fresca, cruda","Trout, mixed species, fresca, raw",100 g,100,142.57,20.77,6.61,0.0,0.0,1.15,3.25,1.5,58.0,43.0,245.0,1.5,361.0,52.0,0.66,1.0,17.0,13.0,7.79,42
578,2,07. LÁCTEOS,"Crema agria, promedio","Sourcream, average",100 g,100,175.0,3.33,15.0,6.67,0.0,3.33,,,0.0,67.0,,0.0,0.0,133.0,,0.0,0.0,,,44
579,3,07. LÁCTEOS,"Crema de leche, espesa","Milk cream, thick",100 g,100,352.6,2.1,37.0,2.8,0.0,,,,,65.0,62.0,0.1,,,0.23,0.6,411.0,,,44
580,3,07. LÁCTEOS,"Crema de leche, rala","Milk cream, fluid",100 g,100,199.3,2.7,19.3,3.7,,,,,,96.0,80.0,0.1,,,0.27,0.8,181.0,,,44
581,1,07. LÁCTEOS,"Crema, de leche, espesa","Cream,fluid,heavy whipping",100 g,100,352.36,2.05,37.0,2.79,0.0,23.03,10.69,1.37,137.0,65.0,62.0,0.03,75.0,38.0,0.23,1.0,411.0,4.0,0.18,44
582,1,07. LÁCTEOS,"Leche de vaca, descremada (1% grasa), fluida, con vitamina A y D","Milk, fluid, lowfat 1% fat, with vitamin A and D",100 g,100,42.17,3.37,0.97,4.99,0.0,0.63,0.28,0.04,5.0,119.0,95.0,0.03,150.0,44.0,0.42,0.0,58.0,5.0,0.44,44
583,2,07. LÁCTEOS,"Leche, de cabra, fluida, con vit D","Milk, goat, fluid, with Vit D",100 g,100,69.3,3.56,4.14,4.45,0.0,2.67,1.11,0.15,11.0,134.0,111.0,0.05,204.0,50.0,0.3,1.3,57.0,1.0,0.07,44
584,1,07. LÁCTEOS,"Leche, de vaca, chocolatada, fluida, baja en grasa","Milk, fluid, chocolate flavor, low fat",100 g,100,77.58,2.99,1.9,12.13,0.7,1.18,0.46,0.09,8.0,109.0,76.0,0.24,123.0,66.0,0.39,0.0,64.0,2.0,0.33,44
585,1,07. LÁCTEOS,"Leche, de vaca, en polvo, entera","Milk, whole, powder",100 g,100,499.35,26.32,26.71,38.42,0.0,16.74,7.92,0.67,97.0,912.0,776.0,0.47,1330.0,371.0,3.34,9.0,257.0,37.0,3.25,44
586,2,07. LÁCTEOS,"Leche, de vaca, evaporada, enlatada","Milk, evaporated, canned",100 g,100,135.44,6.81,7.56,10.04,0.0,4.59,2.34,0.25,29.0,261.0,203.0,0.19,303.0,106.0,0.77,1.9,65.0,8.0,0.16,44
587,7,07. LÁCTEOS,"Leche, de vaca, fluida, semidescremada, deslactosada, larga vida UHT, Nestlé","Milk, fluid, semi-skim, lactose- free, long life UHT, Nestlé",100 g,100,46.67,2.92,1.67,5.0,,1.04,0.42,0.0,7.08,,,,,66.67,,,,,,44
588,1,07. LÁCTEOS,"Leche, de vaca, fluida, entera 3.25% grasa","Milk, fluid, whole 3.25% fat",100 g,100,60.21,3.22,3.25,4.52,0.0,1.87,0.81,0.19,10.0,113.0,91.0,0.03,143.0,40.0,0.4,0.0,28.0,5.0,0.44,44
589,7,07. LÁCTEOS,"Leche, de vaca, fluida, entera, ultrapasteurizada, larga vida, UHT, Nutri","Milk, fluid, whole, pasteurized, UHT, Nutri",100 g,100,55.0,3.0,3.0,4.0,0.0,2.0,1.0,0.0,5.0,,,,,95.0,,,,,,44
590,7,07. LÁCTEOS,"Leche, de vaca, fluida, sabor a chocolate, Reyleche","Milk, fluid, chocolate flavor, Reyleche",100 g,100,67.6,2.8,2.0,9.6,0.0,0.8,,,8.0,,,,,50.0,,,,,,44
591,7,07. LÁCTEOS,"Leche, de vaca, fluida, sabor a chocolate, Toni","Milk, fluid, chocolate flavor, Toni",100 g,100,82.5,2.5,2.5,12.5,,1.5,1.0,0.0,10.5,,,,,80.0,,,,,,44
592,1,07. LÁCTEOS,"Leche, de vaca, fluida, semidescremada 2% grasa","Milk, fluid, semi-skim 2% fat, with vit A and D",100 g,100,49.65,3.3,1.97,4.68,0.0,1.26,0.56,0.07,8.0,117.0,94.0,0.03,150.0,41.0,0.43,0.0,55.0,5.0,0.46,44
593,2,07. LÁCTEOS,"Leche, de vaca, fluida, semidescremada 2% grasa, con vit A y D","Milk, fluid, semi-skim 2% fat, with vit A and D",100 g,100,50.22,3.3,1.98,4.8,0.0,1.26,0.56,0.07,8.0,120.0,92.0,0.02,140.0,47.0,0.48,0.2,55.0,5.0,0.53,44
594,7,07. LÁCTEOS,"Leche, de vaca, fluida, semidescremada, larga vida UHT, con vit A y D, Nestlé","Milk, fluid, semi-skim, long life UHT, with vit A and D, Nestle",100 g,100,46.67,2.92,1.67,5.0,,1.04,0.42,0.0,7.08,,,,,66.67,,,,,,44
595,7,07. LÁCTEOS,"Leche, en polvo, azucarada, con hierro, El Rodeo, Nestlé","Milk, powder, sweetened, with iron, El Rodeo, Nestle",100 g,100,450.0,19.23,19.23,50.0,0.0,76.92,,,76.92,,,,,269.23,,,,,,44
596,7,07. LÁCTEOS,"Leche, en polvo, entera, con minerales y Vit A, C y D, La Vaquita","Milk, powder, whole milk, with minerals and Vit A, C and D, La Vaquita",100 g,100,519.35,16.13,29.03,48.39,,16.13,6.45,0.0,83.87,,,,,225.81,,,,,,44
597,7,07. LÁCTEOS,"Leche, en polvo, semidescremada, modificada con probióticos, minerales y DHA, etapa 1, Nido, Nestlé","Milk, powder, modified with probiotics, minerals and DHA, stage 1, Nido, Nestle",100 g,100,464.24,15.21,20.6,54.5,2.8,7.3,6.79,4.6,30.1,,,,570.0,220.0,,,,,,45
598,2,07. LÁCTEOS,"Leche, materna, fluida, madura","Milk, human, fluid, mature",100 g,100,71.1,1.03,4.38,6.89,0.0,2.01,1.66,0.5,14.0,32.0,14.0,0.03,51.0,17.0,0.17,5.0,61.0,5.0,0.05,45
